# version = 29.1.1, Request ID = WFC3UVIS.sp.1486051
# HAT-P-41, Vmag = 11.4, exptime = 190s, Teff = 6500K
wavelength,readnoise,dark_counts,sky_counts,target_counts,total_counts
8332.0000,0,2.5745,97.077,11838,11937
8346.0000,0,2.5745,97.077,11726,11826
8360.0000,0,2.5745,97.077,11597,11696
8374.0000,0,2.5745,97.077,11420,11520
8388.0000,0,2.5745,97.077,11193,11293
8402.0000,0,2.5745,97.077,11056,11155
8416.0000,0,2.5745,97.077,10901,11001
8430.0000,0,2.5745,97.077,10682,10781
8444.0000,0,2.5745,97.077,10495,10594
8458.0000,0,2.5745,97.077,10346,10446
8472.0000,0,2.5745,97.077,10206,10305
8486.0000,0,2.5745,97.077,10033,10133
8500.0000,0,2.5745,97.077,9697.9,9797.5
8514.0000,0,2.5745,97.077,9462.4,9562
8528.0000,0,2.5745,97.077,9516.9,9616.5
8542.0000,0,2.5745,97.077,8783.5,8883.1
8556.0000,0,2.5745,97.077,8613.2,8712.8
8570.0000,0,2.5745,97.077,9328.2,9427.8
8584.0000,0,2.5745,97.077,9212.5,9312.2
8598.0000,0,2.5745,97.077,9012.7,9112.3
8612.0000,0,2.5745,97.077,8904.6,9004.3
8626.0000,0,2.5745,97.077,8946.5,9046.2
8640.0000,0,2.5745,97.077,8843.7,8943.3
8654.0000,0,2.5745,97.077,8446.1,8545.7
8668.0000,0,2.5745,97.077,7670,7769.7
8682.0000,0,2.5745,97.077,8004.7,8104.4
8696.0000,0,2.5745,97.077,8389.1,8488.8
8710.0000,0,2.5745,97.077,8410.5,8510.2
8724.0000,0,2.5745,97.077,8305,8404.7
8738.0000,0,2.5745,97.077,7975.9,8075.6
8752.0000,0,2.5745,97.077,7656.5,7756.1
8766.0000,0,2.5745,97.077,7880.3,7980
8780.0000,0,2.5745,97.077,7942.3,8042
8794.0000,0,2.5745,97.077,7875.5,7975.1
8808.0000,0,2.5745,97.077,7739,7838.6
8822.0000,0,2.5745,97.077,7630.5,7730.1
8836.0000,0,2.5745,97.077,7485.8,7585.4
8850.0000,0,2.5745,97.077,7263.3,7363
8864.0000,0,2.5745,97.077,6887.2,6986.8
8878.0000,0,2.5745,97.077,6906.5,7006.1
8892.0000,0,2.5745,97.077,7156.2,7255.9
8906.0000,0,2.5745,97.077,7129.9,7229.6
8920.0000,0,2.5745,97.077,7022.2,7121.9
8934.0000,0,2.5745,97.077,6912.5,7012.1
8948.0000,0,2.5745,97.077,6856.1,6955.8
8962.0000,0,2.5745,97.077,6767.4,6867.1
8976.0000,0,2.5745,97.077,6660.8,6760.5
8990.0000,0,2.5745,97.077,6496.4,6596.1
9004.0000,0,2.5745,97.077,6046,6145.6
9018.0000,0,2.5745,97.077,5931.5,6031.1
9032.0000,0,2.5745,97.077,6081.8,6181.5
9046.0000,0,2.5745,97.077,6172.6,6272.2
9060.0000,0,2.5745,97.077,6094.4,6194.1
9074.0000,0,2.5745,97.077,5940.8,6040.4
9088.0000,0,2.5745,97.077,5799.2,5898.8
9102.0000,0,2.5745,97.077,5767.1,5866.8
9116.0000,0,2.5745,97.077,5756.8,5856.4
9130.0000,0,2.5745,97.077,5728.2,5827.9
9144.0000,0,2.5745,97.077,5651.4,5751.1
9158.0000,0,2.5745,97.077,5559.8,5659.5
9172.0000,0,2.5745,97.077,5465.1,5564.8
9186.0000,0,2.5745,97.077,5378.2,5477.9
9200.0000,0,2.5745,97.077,5221.3,5320.9
9214.0000,0,2.5745,97.077,4961.2,5060.8
9228.0000,0,2.5745,97.077,4598.6,4698.3
9242.0000,0,2.5745,97.077,4670.4,4770.1
9256.0000,0,2.5745,97.077,4780.2,4879.8
9270.0000,0,2.5745,97.077,4778,4877.6
9284.0000,0,2.5745,97.077,4749.8,4849.4
9298.0000,0,2.5745,97.077,4694.5,4794.2
